用户ID,评论内容,会员级别,点赞数,回复数,得分,购买时间,手机型号
12636286872,很惊喜，之前用的还是小米的4c，品质很好，手感也不错，玩游戏很爽，855和845差距不大，要求不是很高的话，可以选小米8，玩了一个小时王者，手机没有发热的感觉。充电明显加快了。,PLUS会员,1,0,5,11/04/2019 09:40,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12711835736,买给我家女朋友的，外观99分！然后855快到飞起啦！嘻嘻最主要是miui感人！我自己都后悔买魅16plus呢，不过我希望下一代小米，真的要横向线性马达啊！！！！那感觉，真的超爽！,金牌会员,16,0,5,30/04/2019 22:26,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12669740839,很漂亮，很喜欢，功能有所升级，快充、骁龙855、像素清晰度也更高，外观设计漂亮，没在性能也很不错，小米的感冒差不多也好了，没怎么发烧了，哈哈,银牌会员,8,0,5,20/04/2019 09:13,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12793033948,用了一个星期来评价，整体感觉很好，机身很漂亮手感也很好，不过喜欢粘指纹，性能很好，用起来很流畅，指纹识别很好用，除了续航能力剩下所有都达到了我得满意，855确实强大，玩市面上的主流游戏都毫无压力，这块屏幕我很喜欢，色域很广&hellip;&hellip;,金牌会员,1,0,5,22/05/2019 20:53,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12682114477,喜欢小米。这个机型很薄，摄像头突出挺厉害，必须要买手机壳。个人对相机无所谓，不评论。电量用的挺快，好在充电器确实很给力，对于我这种不出差基本手头都有充电器的人来说无所谓。我录的视频都没解开，右手的还可以。操作系统还是很简洁的，很不错。,金牌会员,0,0,5,23/04/2019 11:10,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12623920546,"终于在抢的第三次抢到了小米9，对比了同事的蓝色，还是黑色更好看点！
首先说外观，非常好看，简洁大方的设计。手感非常好，单手不会累。
拍照暂时还没有经常拍照去体会。
系统方面，用了半个月，有几次app黑屏闪退，原因不明，等待下次更新应该就好了啦。
总体来说，小米9非常好好用，好看真的很能打。",PLUS会员,6,0,5,07/04/2019 19:41,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12615074523,手感很棒，屏幕鲜艳度明显比之前的米6更高，重量差不多。游戏体验也很好，充电速度更快。其中屏下指纹识别的正确率与速度堪比之前的前置home键（需要注意的是要手指要用一定的力度按上去）。全面屏的手势操作还在习惯中。音乐效果很棒。遗憾的是电池容量有点小,银牌会员,4,0,5,04/04/2019 23:29,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12572796436,19号抢的小米9今天终于到了，开心，我买的黑色8?128，开箱后被惊艳到了，好美啊，感觉蓝色的会更美一点，黑色也很低调奢华有内涵哈哈，运行流畅，功能很好，背面好像镜子啊，刷了公交地铁，nfc好评，不用排队啦，小米系统就是好用，但是没有我苹果8p的触感，tc，双扬声器，不过充电速度好快，整体也很圆润，12期分期免息买的好开心！支持京东，手机电脑一直京东买，放心！好用！品质！加油！,PLUS会员,34,21,5,23/03/2019 19:37,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12636987998,用了一个礼拜了，很不错，手感极佳，电池虽然小但是充电很快，而且无线充电20W感觉都可以日常用了，显示效果也很好，没有颗粒感，就是前后双玻璃容易划伤，用了超薄壳美滋滋，支持小米！,PLUS会员,16,3,5,11/04/2019 12:34,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12497481623,小米9，原以为卖3499，没想到只要3299，啥也不说了。当之无愧的最实惠855，除了电池小点，其余很好。包装盒都那么好看，无愧好看二字。指纹解锁很快，微距拍摄很惊喜，算是第一批入手，喜欢深空灰这个颜色，比蓝色耐看，8+128性价比最高。关于供货，线下货比较多，京东线上，115万的预订量，因为供应全国，货就比较紧张了。贴了个坚果Pro2贴膜，92%的完美契合，点赞锤子。美美的无线充，最后美美一瞥。,PLUS会员,98,122,5,28/02/2019 21:47,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12543531257,小米9终于抢到了，屏占比特别大，操作流畅，声音很大，音质还不错。本来担心续航，不打游戏使用下来还不错，一天够用。充电速度，重量，外观，屏幕没有短板。总而言之效果很好，用着很舒服。希望小米越来越好！出更多价格厚道，感动人心的好东西！京东物流很快，服务也很好，全5分。,PLUS会员,35,22,5,14/03/2019 20:44,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12713748835,之前一直是苹果和vivo的用户，这一次选择了小米。打开屏幕的一瞬间非常的惊艳，虽然此时联想，iqoo，魅族都有出855，想来想去还是选了小米，果然是感动人心，价格厚道，MIUI的流畅度属实没话说，跑分也属于正常水准，屏下指纹和人脸解锁迅速方便，屏下指纹也支持~支付，快充惊人，准备再入手一个车充,银牌会员,4,0,5,01/05/2019 15:22,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12685002987,用了一段时间了，速度挺快的，照相也很好！对我来说，运行速度快一切都好！高强度用一天需要充电两次，但充电速度很快，不占用很多时间！这个挺好的！,PLUS会员,0,0,5,23/04/2019 23:49,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12589968162,终于抢到了，这个颜值实在是太漂亮了，颜色很赞。手机速度嗷嗷快，骁龙855没说的，性能第一。电池有点小，一天一冲得省着用。拍照非常清楚，发热不明显，很轻薄，手感非常不错，充电速度嗷嗷快，总体很好，值得购买，推荐。,PLUS会员,10,1,5,28/03/2019 18:15,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12651275864,不错，米9相当不错。运行速度那是你#到没谁了。游戏运行也很OK。物流比预计提前一天送达。整体上还是可以，主要方音乐的时候喇叭就碰一点就破音了。外观上还是很高大上。贴膜后指纹解锁变不灵了。,金牌会员,5,1,5,15/04/2019 11:54,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12767824991,之前一段时间都是用苹果手机，现在换回安卓，发现安卓手机进步很快，无论是相机 充电 外观 处理效率 都不低于苹果手机，给个赞(/≧▽≦/),金牌会员,8,0,5,16/05/2019 08:38,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12621239439,一开始我是拒接小米9的，是听朋友说很好用，特意用了几天，过来评价，首先，抢个小米挺难的，发货也差不多，刚拿到的时候，打开盒子眼前一哇⊙&forall;⊙！亮，包装挺简洁的，还有一个黑色手机套，整机的手感不错，外观好看，搭载高通骁龙855MIUI10又能打，4800w超清拍照 ，后来我就拿着小米9玩游戏看视频拍照啊什么的，都和我一样好看能打持久，嗯，蛮好的一部手机。,金牌会员,10,0,5,06/04/2019 23:17,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12565720485,第一批抢到的，用了快一个月了，屏幕可以满足我，外观也很美，喇叭声音很大，相机就不用说了，很流鼻，可以说现在我是机不离身?  加上这个手机卖到这个价很让人心动了。,金牌会员,15,13,5,21/03/2019 17:12,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12602204183,细节很到位，比抢购时早到一天，京东值得信赖，音质很好，比我的苹果七P好，想上传手机背面来着，这颜色不是能录制出来的，小米，京东值得信赖，相片之后我在试试像素，美滋滋,银牌会员,15,9,5,01/04/2019 11:45,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12583268329,显示效果：屏幕挺大的，然后颜色什么的也很好运行速度：炒鸡快的，我玩游戏什么的没问题电池续航：我感觉电池很耐用啊，我一天充一次电妥妥的，而且充电真的炒鸡炒鸡炒鸡快！！！拍照效果：后置真的不是一般的棒！！！,PLUS会员,9,8,5,26/03/2019 19:51,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12571610928,很棒的使用体验，旗舰感受，旗舰体验，屏幕好，亮度高，速度快，系统好，拍照好，京东售后服务好，换了台新机，颜值高，手感好，充电快，此价位最#机型，万物基于MIUI，耍猴始于雷军，全面屏始于MIX，大爱米酒真香！！！,钻石会员,18,6,5,23/03/2019 13:35,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12568751364,米9紫色很漂亮，之前一直没时间抢购，正好19号有时间，一下买了两台，整体手感做工都不错，855处理器，索尼4800万摄像头，够用了，也不玩游戏，5g普及之前不用换手机了。,钻石会员,19,32,5,22/03/2019 15:48,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12558745121,"很开心,终于买到了自己喜欢的手机,去小米之家看过,手机外观非常漂亮,看中了这个蓝色,背面在光线的折射下,非常好看,能呈现出五颜六色的变化,手机也很轻薄,拿在手里很有手感,屏幕也很大,还可以无线充电,系统也非常流畅,最主要拍照的效果也很棒。",PLUS会员,14,7,5,19/03/2019 15:30,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12583514609,手机很好看，很轻薄，紫色很骚，很漂亮，20W的无线充电也是，超级爽，拍照DXO107，这个不用说都很棒，骁龙855够用四五年了，很棒！,PLUS会员,15,5,5,26/03/2019 21:00,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12889961484,手机用的很流畅，以后后边的透明，科技感满满，再换上酷酷的手机主题，玩游戏不卡，照相还可以吧，强大的运行内存，和储存内存，这个价位真的很棒。性价比很高,PLUS会员,0,0,5,15/06/2019 10:13,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12731816459,显示效果：显示挺好的 运行速度：运行速度快！ 通信音质：声音够大，音质很不错！ 拍照效果：拍照很满意，很清楚。 其他特色：手机用了一个星期左右了，说下我的这个小米九的使用时出现过的情况，用移动卡信号的时候出现过网络断流，换了联通信号没有出现过，屏幕指纹解锁速度不是很满意，有水或者脏一点点都不行，脸部识别倒是很快！其他的地方都挺好的！小爱同学很方便，很智能～,PLUS会员,0,0,5,06/05/2019 14:55,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12596825665,用了半个月了，没想到第二次就能抢到，手感刚刚好，屏幕顺滑，系统流畅，拍照没的说。之前最担心的续航倒也不算问题，晚上待机基本一小时掉1%的电，早上七点多点出发上班，白天没事翻翻网页，偶尔看看视频，搜搜东西，听听歌，算是中轻度使用吧，晚上六点多下班还能剩30多的电，感觉还是不错的。对了，送的清水壳很不错，充电也很快，吃鸡最高设置很流畅，一局掉30分钟掉15%的电。,PLUS会员,1,2,5,30/03/2019 19:00,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12697927741,买之前犹豫了很久米9跟iqoo米9的系统更好有无线充iqoo电池大充电给力系统不行最终因为系统选了米9透明盖很好看#666无线充很方便,PLUS会员,9,4,5,27/04/2019 12:17,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12684581290,很好用，拍照效果非常好，颜色也很好看，紫色非常漂亮，很喜欢一直都喜欢小米的产品，用也用习惯了，系统做的非常好,PLUS会员,1,0,5,23/04/2019 21:36,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12645113137,颜值高，采用了全息幻彩玻璃机身，全曲面轻薄设计，索尼4800万像素超广角微距三摄，图片放大后细节依然清晰，骁龙855和game turbo技术带来更流畅的游戏体验，20w无线快充非常方便，可惜电池容量比较小气。,PLUS会员,1,0,5,13/04/2019 17:29,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12519586824,3月5日小米9终于抢到了，手机运行速度快，拍照也行，屏下指纹不如米6好用，电池也还可以，8点出门上班，到下午6点还有43%的电。我觉的最大的缺点是听筒，打电话的时候旁边的人都会听到，没计有缺陷，听简在顶端，没有一点私密性，别人都听的到，这是我接受不了的。最后说一句京东物流很快，服务也很好，全5分。,金牌会员,49,33,5,07/03/2019 18:15,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12656245029,"相当完美，系统很流畅，不大不小，刚刚好，当年用的小米，又回来了，，，，整包里原厂的手机软外壳漂亮
优点：人脸识别+抬手亮屏+系统完美。
几个字：方便快捷顺畅",PLUS会员,0,0,5,16/04/2019 16:45,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12559136646,运行速度：可以很快 通信音质：声音大 音质不错 电池续航：正常使用一天不是问题 拍照效果：感觉不错 特别是广角 其他特色：一应俱全 性价比高 很久没用米了哦 这次一出马上 抢一个 谢谢 商家的赠送 郑州发来手机 上海发来配件 让我空欢喜一场 我还以为谁给我发了俩个手机呢 这个惊喜不惊喜 配件正品 礼品多多 老客户了,钻石会员,13,8,5,19/03/2019 17:28,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12679773026,期待好久的小米9终于能买到了，上手使用感特别好。相机听说很棒，晚上试一试拍月亮哈哈。分期付的，等不到618了。蓝色很好看嘻嘻。游戏体验也不错，屏幕指纹很灵敏超级赞！就是电池容量小了点，不过快充还好。满意的京东服务！,PLUS会员,0,0,5,22/04/2019 18:09,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12823025724,小米9不错，拍照质量也很高，用起来也不卡，效果很不错，尤其是广角和各种模式，用起来得心用手，很赞?,PLUS会员,0,1,5,30/05/2019 19:16,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12789423342,手机到手很喜欢，喜欢这种深灰色，简单大方，用着挺流畅的，除了指纹不太灵敏，但是有人脸问题不大，整体很满意，实体店还入了无线充电器，搭配使用很不错，好评推荐！,铜牌会员,1,0,5,21/05/2019 22:11,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12586315823,今天刚刚拿到手机，第一次用小米，感觉用起来很流畅，嘿，视频没拍好，不能继续拍了，不然都知道我密码了，的确很不错，用一阵再评价了,银牌会员,3,0,5,27/03/2019 17:28,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12653904821,终于等到你-米9，炫紫色，骚得不行，第一印象很棒，手感很棒，全面屏听歌看电影看小说爽得不行，吃鸡游戏超级流畅，就是屏幕一下子变大一时间不好操作，，电量总得来说还可以，充电给力，早上闹钟细节方面挺好的，闹铃同时有生活早报，总的来说满分，再用一段时间过来评论！,银牌会员,1,0,5,15/04/2019 23:54,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12605283571,8G128G，上周10点开抢，11点半还有货，差不多等一周，终于到货了，很不错，之前女儿用小米6，我用小米8，老婆这次被我成功地从果粉转米粉，女儿小米6至今快两年，继续流畅，不想换机。这次小米9，买到手，终于知道为何要做被人诟病的3千多毫安的电池，是手感，小米9手感比小米8轻薄，手感更好，我想，这是他没用更大容量电池的很大原因，小米的系统个人感觉优于华为的，流畅，易用；全面屏操作手势易上手，现在的全面屏手机操作手势都相似，不管果粉米粉都一样操作，小米9的****，可以从苹果机备份到苹果云的内容一键转入小米9。相机昨晚试了一下，照度好定位时候清晰，暗处拍摄确实不及华为高端，涂抹感和噪点不少，没用三脚架试专业模式摄影，不过，手机不是相机，专业的事让更专业的去做吧。紫色亮骚?,钻石会员,3,0,5,02/04/2019 09:29,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12794027416,一直信任京东自营的品质保证。很好看，质量也不错。就是没有活动力度。先说操作系统吧，很流畅，不卡，玩游戏那些也很流畅。用了几天，暂时没有发现什么问题。很满意。不错。,PLUS会员,1,0,5,23/05/2019 08:44,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12679267420,用了七天，感觉不错，反应也很快，体验比荣耀8（毕竟没有v20可以比）好很多，miui很不错，很喜欢小爱同学，愿小米能跟华为一样强，坚持走下去，中国人不打中国人哈哈哈,银牌会员,4,3,5,22/04/2019 16:05,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12544561766,啊，手机收到了。首先检查外包装，完整；打开快递检查盒子，完整；打开手机盒，对照IMEI和SN码一致；激活手机，打开官网验证IMEI码，查到手机信息；好了，可以捣鼓手机了。哈哈，开心。米酒手感很好，第一次体验屏下指纹解锁，速度还是阔以的，性能什么的，我不太懂哦，因为自己也只是日常使用，不常打游戏什么的，但是应用打开很快哎，拍照也很好，电量确实是太少了，不过不怎么在意，没电就充电呗，一天一充正常，上班充下班也可以充。嗯。。我一个女孩子居然喜欢深空灰，哈哈，实在是太好看了。,PLUS会员,31,19,5,15/03/2019 09:43,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12605399935,使用体验玩游戏很棒，拍照很棒，电池还可以两局完美吃鸡用了20%电量，指纹解锁感觉很一般，人脸识别这个可以的，总体来说算上很好了,PLUS会员,7,2,5,02/04/2019 09:57,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12580415773,用了三天，感觉还挺好的，很轻薄，手感很好，外观没那么惊艳，下巴是小了，跟额头一样，电池是不够用，不过够我用了。嘛，突然发现京东客服很给力啊，这好评应这么多该都是客服的努力吧。,银牌会员,11,0,5,25/03/2019 23:16,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12637229137,用了一周了，感觉颜值高，外观很漂亮，拍照功能很强大，手感很好，就是耗电很快，但充电很快，性价比很高，配置很高，良心产品！,钻石会员,6,0,5,11/04/2019 13:41,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12673037730,好使，只要开始发货，诶还是超快的，这个货等的太焦灼啊，不过颜值是真的炸裂，全面屏操作舒服，不卡顿，人脸和指纹都nice裸机手感一级棒，我给配了个还原裸机的壳儿，挺好看，，最后相机绝对nice!，改天试试游戏，刚拿到,银牌会员,2,12,5,21/04/2019 00:03,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12629247203,颜色果然很靓，我觉得前置摄像头占的地方还是很大，运行速度很快，不过晚上玩手机很累眼睛,PLUS会员,3,1,5,09/04/2019 10:37,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12556194938,抢了几次终于抢到了，手感一流，用了两天，电池还可以，充电速度确实快，用的也很流畅，拍照挺好的，偶尔出现上下划屏无反应的情况，不知何原因，第一次用小米手机，再深度使用看看如何吧,PLUS会员,8,7,5,18/03/2019 19:42,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12616901513,等了大概一周，用了一段时间了！系统没得说，很流畅，关闭各种广告推送花了点时间，其余都是复制粘贴的，转移文件也很快！想着紫色不好买，拍蓝色，没想到蓝色没买着，居然最后买到自己最爱的紫色，运气真好！手机重量合适，适合我这种小手，运行一点也不卡，5G出来之前就不换手机了！满意,PLUS会员,1,1,5,05/04/2019 16:38,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12589220731,收到手机后，比预计的还要满意，都说电池不够用，用了三天后感觉电池还是可以的，玩游戏的话掉电比较快。正常使用一天没问题，玩游戏的话充电也是很快的，27w快充充电很快。相机，无线充电，全功能nfc，红外遥控，小米旗舰这个价格，良心！,PLUS会员,6,2,5,28/03/2019 14:38,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12550297470,12号抢到，16号收到，两个字:真香！老早看身边亲戚朋友用小米手机，性价比一直很好。这回米酒更是如此，刚出来就到小米之家体验了一下，外观惊艳，手感非常好，配置更不用说&mdash;&mdash;骁龙855、三摄、屏下指纹、无线充，该有都有，超级赞！电池嘛，我觉得因人而异，自己不怎么玩手游，偶尔刷刷~，所以压力不大，足够。小米加油，继续努力！,钻石会员,6,1,5,16/03/2019 23:31,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12628882353,这次的小米9非常好用的手机。优点1，拍照杠杠的很强，4800万，夜拍都很好，但是还没有月亮模式。2，游戏速度很快，妥妥的用。3，手机很轻，很上手。4，屏幕效果不错。缺点1，电池的确是软肋，一天三冲啊，主要老是玩游戏么。,PLUS会员,4,1,5,09/04/2019 09:14,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12761264689,炫紫色，绝对的骚气十足。我绝对是小米的铁粉了。上手很快。速度超快。就是电量下的有点快。总体来说，比较满意。,PLUS会员[试用],0,0,5,14/05/2019 11:41,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12763118828,满意！用了一个多星期了，总体来说很不错！国产还是越来越厉害了！操作很顺滑，玩游戏很流畅！相机拍照很棒！各方面都比较好美中不足的就是电池太小了！好在充电挺快的，葱小米五开始粉到现在！加油小米！加油中国制造！,PLUS会员,1,0,5,14/05/2019 20:21,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12562273945,小米9我觉得很棒，好看又能打，官网查了一下，是正品，京东商城老早就预约了，抢购的时候很顺利，开始的时候客服说大概二十号左右到货，实际上17号就从武汉发货了，18号收到，上京东多快好省，摄像比较满意，随手拍一张4800万的照片23.05兆大小，真心不错，续航还可以，不是很鸡肋，玩游戏温控还可以吧，吃鸡无压力，性价比高，个人觉得自己不是什么米粉汤圆粉，纯粹喜欢小米9产品，iqoo和米9各有千秋，综合素质还是小米好些，毕竟iqoo的44w快充不是标配才有，小米的miui也很人性化,金牌会员,35,25,5,20/03/2019 16:36,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12676062743,很不错 手机拿起来还挺轻薄的 挺好看的 背部很炫彩 水滴屏看起来也很好看 索尼4800万的拍照还是很满意的 超级夜景用起来很棒 指纹解锁速度还可以 电池不是很耐用正常使用还可以 充电速度很快 是一个值得购买的手机 附上两只夜拍照片,注册会员,2,1,5,21/04/2019 19:56,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12675482434,小米9真的很惊艳，拿到手里手感非常好，嗯，用起来也特别的流畅，嗯，论手感的话，我感觉在小米里面应该是最好的，系统优化的很不错，省电也很可以，我觉得这款手机很出色。,PLUS会员,3,0,5,21/04/2019 17:24,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12693332096,外形偏瘦长的样子，背部很滑很滑，不带套子会很危险。****很方便，旧机是米5P。拍照效果很不错（手机上看），微距拍摄色彩受距离的影响比较大。其它的有待使用后再说。,PLUS会员,1,2,5,26/04/2019 09:09,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12585514432,手机很棒，MIUI系统也很玩头，玩一局刺激战场成功吃鸡，开的超高清，很流畅，就是到最后用了30％多的电，有点吓到了，但充电大概一个小时就能充满，所以也还行。总得来说性价比很高,注册会员,5,3,5,27/03/2019 13:38,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12698198155,米酒的边框非常圆润，手感非常好，使用速度也是相当的快，充电就不用说了，闪充非常利索；方向，返回键也顺手，照相功能也是很清晰的，总之，很值，赞?！,PLUS会员,2,0,5,27/04/2019 13:26,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12652576948,手机刚发布，很幸运的给抢到手了，用了一个月了才来评价，手机超喜欢，手感好，用了好几年小米手机了，这是买的第5个了，已经很习惯MIUI系统了，小米9拍照真的很清晰，拍视频帧数也超高，画面超清晰，屏幕优秀，充电速度超快，玩游戏也超给力的，很流畅不卡顿，满电到提醒充电，差不多能玩6个小时，相对于其他手机来说还是非常不错的，新增的红外遥控真的好方便，水滴显示屏优化下就更完美了，期待！支持小米，支持MIUI，大爱小爱同学，雷总加油,PLUS会员,0,2,5,15/04/2019 17:25,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12580132862,手机真不错，性能也很强，配置很高很全面，很值得买，如果电池设计稍微大点，就完美了！20w的无线充电真的很快，一个半小时充满，不用连线那么麻烦了！,PLUS会员,10,3,5,25/03/2019 21:40,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
12574961944,一直都用的小米手机，也算是理智型米粉吧。全息幻彩蓝不错，很好看，小米这回的性价比也非常高，手机屏幕还是可以的，额头还不错，比以前小米8好多了，虽然不支持结构光，但是现在也没啥用。手感也不错。充电速度快，中度使用一天完全够了。,PLUS会员,5,2,5,24/03/2019 13:47,小米9 4800万超广角三摄 8GB+128GB全息幻彩蓝 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机
